document	label
퀘사디아 먹고싶어서 방문포장 했어요 !! 진짜 다른메뉴들 다 맛있는데 퀘사디아 진짜 짱맛❤️❤️	1
회사 사람들이 그렇게 맛있다고 해서 와봤어요. 굿굿! 매장에 계신 분도 너무 친절하셨어요. 집 근처에서 즐기는 멕시코 음식이라니 너무 좋아요.	1
뭔가... 동네 맛집같은 느낌! 시간 잘 맞춰서 가서 대기 너무 길게 안하고 잘 먹은거같아요~	1
타코, 퀘사디아 쫀맛이에요!!	1
런치셋트 가성비 굿. 타코 맛 굿. 잘 먹고왔네요.	1
보울도 맛있고 윙도 퀘사디아, 감튀 다 맛있고!! 연말 평일할 것 없이 언제나 추천~	1
우유순살반반치킨 엄청 부드러워요 양도 많어요	1
매장도 넓고 깔끔하고 티킨집 같지 않은 느낌순살도 닭다리 살로만 만든다고 합니다 단짠 식어도 먹을 수 있는 순살 우유 양념치킨우유치킨은 스타에델의 시그니처 치킨 그리도 순살 마늘 치킨 호캉스 할 때 포장해서 치킨 파튀했다요 파티엔 치킨이죠!!^^	1
처음 왔는데 우유치킨.. 완전 졸맛탱이에요.. 엄청 부드럽고 껍질 완전 바삭바삭해요!!! 사장님도 친절하셔서 단골손님 될것 같네용ㅎㅎㅎㅎ 이집 시그니쳐 메뉴는 천국의계단이라는 닭다리 메뉴에요! 완전 졸맛탱ㅎㅎㅎ	1
사장님 너무 친절하시고 우유치킨 겉바속촉 피자까지 너무 맛있어요!!!	1
바삭하고 양도 많아요!! 깨끗하고 친절해용!!잘먹었습니다^^	1
우유치킨 후라이드에 완전 반했어요 😍👍	1
친절하신 치킨덕후 사장님의 특별한 우유치킨을 맛 볼수있는 곳 b	1
가산스타에델치킨만의 시그니처 우유치킨 진짜 꼭 드셔보시면 좋겠습니다 !! 특히 어른들 느무느무 부드러운 치킨이라서 부담 없이 먹을 수 있어 추천해요	1
반반치킨과 피피ᆢ넘 맛있게 먹었구요 매장 분위기도 좋고 친절해서 재 방문하고 싶어요 ㅎ	1
전세계 최초 치믈리에 출신 너무 친절하신 사장님과 계속 생각나는 맛입니다~! 치맥은 스타에델치킨에서!! 꼭 추천드려요 ㅎㅎ	1
인테리어 하나 하나 공들이신게 느껴졌어요! 아늑하면서도 세련돼서, 와인 한 잔 마셨는데 분위기에 취한다는게 뭔 지 알 것 같았습니다➰ 사장님도 알바생 분도 너무 친절하셔서 기분이 좋아졌어요♡	1 
메뉴들도 다 와인에 딱 맞게 어울려서 정말 맛있게 먹었어요. 기본 안주로 프레첼이 나오는데 이거 하나만으로 되게 고급지고 신경써주신 느낌,,음악도 되게 제 취향이고 전체적인 분위기가 너무 좋았어요. 시끌벅적하지 않고 적당히 지인들이랑 즐길 수 있어요ㅜㅜ	1
가산 쪽 와인바 검색해서 갔는데 정말 숨겨진 보물 찾아낸 듯,,, 자주 갈 것 같아요!! 화장실 마저.. 그저 mood로 가득찼어요 이게 바로 인스타 감성?..요기 고르곤졸라 진짜 추천! 담에 꼭 에그인헬 먹으러 와야겠어요🖤	1
너무좋아요!! 생일이여서 예약하고 갔는데 중간중간 과일 서비스도 주시고 안주가 다 맛있더라구요??! 골고루 시키면 한두개는 망할법한데 진짜 다 퍼펙트... 허락받고 뜯은 케이크에 안주까지 싹싹 ㅋㅋㅋㅋㅋ	1
와인도 두병만 마시려다 세병까지 술술술 와인의 정확한 정보가 있어서 잘 모르는분들도 쉽게 고를 수 있어요!! 너무 만족스럽네요 담에도 방문하려구요! ㅎㅎ	1
친구 생일파티하려고 분위기좋은곳 찾아서 예약한건데 음식도 맛있고 친절하고 매장도 예쁘고 화장실도 깔끔하고 너무 좋았습니다 !! 다음엔 남자친구랑 또 방문하고싶어요~~!	1
첫번째 방문때는 저녁식사후라 글라스와인과 치즈를 시켰는데 왕왕 맛있고 분위기 미쳐버려서 또 와야지 다짐한 뒤 드디어 재방문했네요!	1
지하는 정말 프라이빗하면서도 아늑해서 좋았는데 2층도 자리들 모두 부담스럽지 않으면서 감성있어요,,🤍 안주 가격대가 조금 있긴 하지만 그만큼 맛있고 와인이랑 잘 어울려요ㅎㅎ매장부터 화장실까지 섬세하게 관리하신 티가 나고 정말 친절하십니다🥺	1
가게도 예쁘구 분위기도 넘 좋았어용 !! 치킨 갓 나온거 넘 맛있구 치즈 플레이트도 짱맛 크래커 위에 얹어진 치즈 제 스탈이에요 ㅎㅎ 이 동네에서 요론 분위기 맛집을 찾아내다니🤗 아 그리고 사장님 진짜 왕 친절해욤 !	1
가산디지털에는 회사가 많다보니 전부 아저씨들이 좋아할 것 같은 술집이 많은데.. 가디에 이런 분위기 좋은 곳은 여기가 유일할듯.. 음식맛도 너무 좋구요 엄청 친절하시고 완전 청결해요(특히 화장실 너무 청결..) 정말 또 오고싶어요 또 갈거에요!!	1
맘에 들어서 재방문 ღ˘⌣˘ღ 새로운 메뉴들로 먹어봤어용 ㅎㅎ! 암튼 사장님 짱 친절해요 ~~	1
이 날은 네 분이서 오신 테이블이 시끄러워서 그 점이 좀 아쉬웠고 ㅠㅠ	0
2층도 지하1층도 분위기 다르면서 너무 좋습니다왁자지껄 시끄러운 분위기 아니라 더 좋구요사장님도 직원분들도 완전 친절하세요 ㅎㅎㅎ음식도 다 맛있지만 감자튀김은 정말 최고...이런 곳이 가까이에 있다는 게 아주 좋아요 !	1
칭구갸 너무 추천해서 갔는데진짜 조앗어요 분위기대박 감죽감살 사장님이신줄 알앗어용 ㅠㅠ화장실도 이솝 핸드유ㅓ시 탬버린즈 손소독제 향별로 다있구 그리규 귀여운 버섯 전구들도 , 조명도 분위기 노래도 짱짱 가격도 ㄱㅊ앗어요 ㅎㅎ 분위기좋아서 나중에 한번 더 가려구요	1
가산에 이런 와인바가 있다니 참 좋네요! 와알못이라 와인을 잘 모르는데 우선 와인 가격대가 너무 높게 구성되지 않아 선택하는데 부담이 없어 좋았고 분위기도 술먹기 넘 좋아요 :)	1
그리고 아래층에 BBQ가 있는데 치킨 주문하면 거기서 튀겨 오는데...... 황금 올리브 넘 존맛입니다 ㅋㅋㅋ 직원분들 친절하시고 두루두루 다 만족스러워서 좋은 시간 보내고 왔네요 ◡̈"	1
